,title,paragraph
41,बिपिन रावत,"जनरल बिपिनसिंह रावत PVSM, UYSM, AVSM, YSM, SM, VSM, ADC (16 मार्च 1958 - 8 दिसंबर 2021) भारत के पहले रक्षा प्रमुख या चीफ ऑफ डिफेंस स्टाफ (सीडीएस) थे; उन्होंने ने 1 जनवरी 2020 को रक्षा प्रमुख के पद का भार ग्रहण किया। इससे पूर्व वो भारतीय थल सेनाध्यक्ष के पद पर 31 दिसंबर 2016 से 31 दिसंबर 2019 तक पर रह चुके थे।[3][4][5][6]8 दिसम्बर 2021 को, एक हैलिकॉप्टर दुर्घटना में, 63 वर्ष की आयु में जनरल रावत का निधन हो गया।बिपिन लक्ष्मण सिंह रावत का जन्म 16 मार्च 1958 को उत्तर प्रदेश के गढ़वाल जिले के पौड़ी (वर्तमान में पौड़ी गढ़वाल जिला, उत्तराखण्ड) में हुआ।[7] इनका परिवार कई पीढ़ियों से भारतीय सेना में सेवा दे रहा था। इनके पिता लक्ष्मण सिंह राजपूत पौड़ी गढ़वाल जिले के सैंजी गाँव से थे और लेफ्टिनेंट जनरल के पद से सेवानिवृत्त हुए।[8][9] इनकी माता उत्तरकाशी जिले से थीं और उत्तरकाशी विधान सभा से विधायक रह चुके किशन सिंह परमार की पुत्री थीं।[10]"
42,बृज मोहन कौल,बृज मोहन कौल भारतीय सेना में लेफ्टिनेंट जनरल और जनरल स्टाफ प्रमुख थे।[1] उन्होंने १९६२ के भारत-चीन युद्ध के बाद सेना से त्याग पत्र दे दिया।
43,ब्रिगेडियर भवानी सिंह,"महाराजा मानसिंह (द्वितीय) और महारानी मरुधर कँवर (जोधपुर) के पुत्र ब्रिगेडियरमहाराजा सवाई भवानी सिंह (22 अक्टूबर 1931 – 17 अप्रैल 2011)[1] जयपुर के महाराजा थे- जिन्हें भारत-पाक युद्ध १९७१ में बांग्लादेश युद्ध में वीरोचित शौर्य के सम्मानस्वरूप १९७२ में महावीर चक्र प्रदान किया गया|[2]जयपुर महाराजा सवाई मानसिंह (द्वितीय) के सबसे बड़े पुत्र के रूप में २२ अक्टूबर १९३१ को हुआ|[3]इनकी आरंभिक शिक्षा शेषनाग (कश्मीर), दून स्कूल (देहरादून) और फिर हैरो (इंग्लेंड) में हुई|[4]"
44,भूकंट मिश्रा,"मेजर भुकांत मिश्रा, एसी (15 जून 1941 - 6 जून 1984) 15 वीं कुमाऊं रेजिमेंट के एक अधिकारी थे। उन्हें 26 जनवरी 1985 को मरणोपरांत  अशोक चक्र, भारत के सर्वोच्च  सैन्य सम्मान से सम्मानित किया गया था। [1] [2]मेजर भुकांत मिश्रा का जन्म 15 जून 1941 को , नौबस्ता तलिपारा, आगरा, उत्तर प्रदेश के गाँव में हुआ था। श्री बी एल मिश्रा के बेटे मेजर भुकांत को 4 अप्रैल 1970 को कुमाऊं रेजिमेंट की 15 वीं बटालियन में नियुक्त किया गया था।1984 में पंजाब में आतंकवाद चरम पर था और आतंकवादियों ने अमृतसर के पवित्र स्वर्ण मंदिर पर कब्जा कर लिया था। भारत सरकार ने आतंकवादियों को मंदिर से निकालने के लिए एक सैन्य अभियान शुरू करने का फैसला किया और इस ऑपरेशन को कोड ऑफ ब्लू स्टार करार दिया गया।"
45,मनोज कुमार पांडे,"कैप्टन मनोज कुमार पांडेय (अंग्रेज़ी: Manoj Kumar Pandey) (25 जून 1975, सीतापुर, उत्तर प्रदेश -- 3 जुलाई 1999, कश्मीर), भारतीय सेना के अधिकारी थे जिन्हें सन १९९९ के कारगिल युद्ध में असाधारण वीरता के लिए मरणोपरांत भारत के सर्वोच्च वीरता पदक परमवीर चक्र से सम्मानित किया गया।पांडेय का जन्म 25 जून 1975 को उत्तर प्रदेश के सीतापुर ज़िले के रूढ़ा गाँव में हुआ था। मनोज नेपाली क्षेत्री परिवार में पिता गोपीचन्द्र पांडेय तथा माँ मोहिनी के पुत्र के रूप में पैदा हुए थे। मनोज की शिक्षा सैनिक स्कूल लखनऊ में हुई और वहीं से उनमें अनुशासन भाव तथा देश प्रेम की भावना संचारित हुई जो उन्हें सम्मान के उत्कर्ष तक ले गई। इन्हें बचपन से ही वीरता तथा सद्चरित्र की कहानियाँ उनकी माँ सुनाया करती थीं और मनोज का हौसला बढ़ाती थीं कि वह हमेशा जीवन के किसी भी मोड़ पर चुनौतियों से घबराये नहीं और हमेशा सम्मान तथा यश की परवाह करे। इंटरमेडियेट की पढ़ाई पूरी करने के बाद मनोज ने प्रतियोगिता में सफल होने के पश्चात पुणे के पास खड़कवासला स्थित राष्ट्रीय रक्षा अकादमी में दाखिला लिया। प्रशिक्षण पूरा करने के पश्चात वे 11 गोरखा रायफल्स रेजिमेंट की पहली वाहनी के अधिकारी बने।[1]“जिस समय राष्ट्रीय रक्षा अकादमी के च्वाइस वाले कालम जहाँ यह लिखना होता हैं कि वह जीवन में क्या बनना चाहते हैं क्या पाना चाहते हैं वहां सब लिख रहे थे कि, किसी को चीफ ऑफ़ आर्मी स्टाफ बनना चाहता हैं तो कोई लिख रहा था कि उसे विदेशों में पोस्टिंग चाहिए आदि आदि, उस फार्म में देश के बहादुर बेटे ने लिखा था कि उसे केवल और केवल परमवीर चक्र चाहिए”"
46,महेंद्र सिंह,"सूबेदार मेजर ओर सम्मानित कैप्टन महेंद्र सिंह, केसी, एसएम ९ पैरा एसएफ के एक सम्मानित भारतीय सेना के अवसर प्राप्त अधिकारी हैं। ऑपरेशन के दौरान उनके शरीर के एक तरफ लकवा मार गया था। [1] [2]२१ अक्टूबर १९९० को झुंझुनू के डुमरा गांव के महेंद्र सिंह स्पेशल फोर्सेज ९ वीं बटालियन द पैराशूट रेजिमेंट में शामिल हुए। सूबेदार सिंह का करियर भारतीय सेना में बीस साल से अधिक समय तक चला। उन्होंने कई अभियानों में कट्टर आतंकवादियों के साथ कई मुठभेड़ों में भाग लिया। [3]२ सितंबर २०१५ की रात ६ आरआर बटालियन की ऑपरेटिव टीम कुपवाड़ा के जंगलों में चार आतंकियों को खंगाल रही थी। आतंकियों ने फायरिंग शुरू कर दी। इससे दो आतंकवादी मारे गए। इस दौरान कई गोलियां सूबेदार महेंद्र सिंह की आंत और रीढ़ में जा लगीं। रीढ़ की हड्डी में चोट के कारण भले ही उन्हें लकवा मार गया हो, लेकिन उन्होंने आतंकवादी को मार गिराया। उनके घायल साथी को बहादुरी से बचा लिया गया। [4]"
47,मिलखा सिंह,"Military careerमिलखा सिंह (जन्म: २० नवंबर १९२९ - मृत्यु: १८ जून २०२१) एक भारतीय धावक थे,[1] जिन्होंने रोम के १९६० ग्रीष्म ओलंपिक और टोक्यो के १९६४ ग्रीष्म ओलंपिक में भारत का प्रतिनिधित्व किया था। उन्हें ""उड़न सिख"" उपनाम दिया गया था। वे भारत के सर्वकालिक सर्वश्रेष्ठ एथलीट्स में से एक थे। वे एक राजपूूूत सिख (राठौड़) परिवार से थे। [2]भारत सरकार ने १९५९ में उन्हें पद्म श्री की उपाधि से भी सम्मानित किया।"
48,मोहम्मद उस्मान,"१५ जुलाई १९१२आजमगढ़, बीबीपुर मऊब्रिगेडियर मोहम्मद उस्मान , एमवीसी (15 जुलाई 1912 - 3 जुलाई 1948)[1]   भारत-पाकिस्तान युद्ध में शहीद हुए भारतीय सैन्य अधिकारी थे। भारत के विभाजन के समय उन्होंने कई अन्य मुस्लिम अधिकारियों के साथ पाकिस्तान सेना में जाने से इनकार कर दिया और भारतीय सेना के साथ सेवा जारी रखी। जम्मू-कश्मीर में पाकिस्तानी सैनिकों से लड़ते हुए 3 जुलाई 1948 में वो शहीद हो गए थे। तदोपरान्त उन्हें दुश्मन के सामने बहादुरी के लिए भारत के दूसरे सबसे बड़े सैन्य पदक महावीर चक्र से सम्मानित किया गया।[2][3][4][5]मोहम्मद उस्मान का जन्म ब्रिटिश भारत में संयुक्त प्रांत के मऊ जिले[6][7] में 15 जुलाई 1912 को हुआ था।[8] उस्मान ने बचपन में ही सेना में शामिल होने के लिए अपना मन बना लिया था और भारतीयों के लिए कमीशन रैंक पाने के लिए सीमित अवसरों तथा कड़ी प्रतिस्पर्धा के बावजूद वह प्रतिष्ठित रॉयल मिलिटरी एकेडमी (आरएमएएस) में प्रवेश प्राप्त करने में सफल रहे।[9][10][11]"
49,मोहित शर्मा,"मेजर मोहित शर्मा, एसी, एसएम एक भारतीय सेना अधिकारी थे, जिन्हें मरणोपरांत अशोक चक्र से सम्मानित किया गया, जो भारत का सर्वोच्च शांति-कालीन सैन्य अलंकरण है। मेजर शर्मा कुलीन 1 पैरा एसएफ से थे । [2] वह २१ मार्च २००९ को कुपवाड़ा जिले में अपनी ब्रावो आक्रमण टीम का नेतृत्व करते हुए शहीद हो गए थे।२१ मार्च २००९ को, वह जम्मू-कश्मीर के कुपवाड़ा सेक्टर के हफ़रुदा जंगल में आतंकवादियों के साथ मुठभेड़ में लगा। उन्होंने चार आतंकवादियों को मार गिराया और इस प्रक्रिया में दो साथियों को बचाया लेकिन कई बंदूक की गोली के घावों को सहते हुए अंत में चोटों के कारण दम तोड़ दिया। इस वीरता के लिए, उन्हें मरणोपरांत अशोक चक्र से सम्मानित किया गया, जो भारत में सबसे अधिक शांति का समय वीरता का पुुुुरस्कार है। [3] उन्हें अपने करियर में पहले दो वीरता से सम्मानित किया गया था। पहला ऑपरेशन रक्षक के दौरान अनुकरणीय आतंकवाद-रोधी कर्तव्यों के लिए COAS कमीशन कार्ड था, जिसे २००५ में गुप्त ऑपरेशन के बाद वीरता के लिए सेना पदक से सम्मानित किया गया था। [2] [4] [5] [6] मेजर मोहित शर्मा, उनकी पत्नी मेजर रिशिमा शर्मा, जो एक आर्मी ऑफिसर हैं और राष्ट्र के लिए अपनी सेवा की विरासत को जारी रखे हुए हैं।२०१९ में, दिल्ली मेट्रो कॉर्पोरेशन ने राजेंद्र नगर मेट्रो स्टेशन का नाम बदलकर ""मेजर मोहित शर्मा (राजेंद्र नगर) मेट्रो स्टेशन"" रख दिया। [7]"
50,यदुनाथ सिंह,"नायक जदुनाथ सिंह परमवीर चक्र से सम्मानित भारतीय सैनिक हैं। इन्होने भारत-पाकिस्तान युद्ध 1947 में अद्वितीय साहस का योगदान दिया तथा वीरगति को प्राप्त हुए। इन्हे यह सम्मान सन 1950 में मरणोपरांत मिला था।[2]श्री सिंह को 1941 में ब्रिटिश भारतीय सेना में शामिल किया गया था। द्वितीय विश्व युद्ध के दौरान इन्होने बर्मा में जापान के खिलाफ लड़ाई में भाग लिया था। उन्होंने बाद में भारतीय सेना के सदस्य के रूप में 1947 में भारत-पाकिस्तान युद्ध में भाग लिया। 6 फरवरी 1948 को नौशेरा, जम्मू और कश्मीर के उत्तर में युद्ध में योगदान के कारण नायक सिंह को परमवीर चक्र से सम्मानित किया गया।श्री सिंह का जन्म 21 नवंबर 1916 को उत्तर प्रदेश के शाहजहांपुर के खजुरी गांव में हुआ था। इनके पिता बीरबल सिंह राठौर थे और माता का नाम यमुना कंवर था। वह आठ बच्चों (6 भाई और एक बहन) में तीसरे थे।"
51,राजिंदर सिंह स्पैरो,"राजिंदर सिंह (3 अक्टूबर 1911 - मई 1994) एक भारतीय सेना प्रमुख[कृपया उद्धरण जोड़ें] जनरल और द्वितीय लोकसभा (भारतीय संसद के निचले सदन) के सदस्य थे। सेना में उनका उपनाम 'स्पैरो' पड़ा था। 
उन्होंने भारतीय सेना की विभिन्न इकाइयों में 3 अक्टूबर 1932 से 31 जनवरी 1938 तक कार्य किया। बाद में वे भारतीय सैन्य अकादमी, देहरादून में शामिल हुए और भारतीय सेना 1 फरवरी 1938 को अपरेटेड लिस्ट में शामिल हुए। अगले साल उन्हें ,द किंग्स रेजिमेंट (लिवरपूल),जो एक ब्रिटिश सेना रेजिमेंट थी ,में , उत्तर पश्चिम सीमा पर तैनात किया गया। [1] 24 फरवरी 1 9 3 9 को उन्हें भारतीय सेना की 7 वीं लाइट कैविलरी में शामिल किया गया।30 अप्रैल 1939 को वे पदोन्नत हो कर लेफ्टिनेंट बने और उन्होंने द्वितीय विश्व युद्ध के दौरान अपनी सेवाए दी। उन्होंने 1 9 47 में भारत के विभाजन पर भारतीय सेना का विकल्प चुना और सितंबर 1 9 47 से मई 1 9 4 9 तक 7 वीं लाइट कैवलरी की कमान संभाली।[2]1 9 47 के भारत-पाकिस्तानी युद्ध के दौरान पहली बार उन्हें भारत के दूसरे सबसे बड़े सैन्य सम्मान , दो महावीर चक्रों से सम्मानित किया गया। उत्कृष्ट नेतृत्व के लिए और झेंगार की लड़ाई को जीतने के लिए उन्हें ये सम्मान मिला। और बाद में 1 9 65 भारत-पाकिस्तान युद्ध में वीरता को प्रदर्शित करने के लिए ये सम्मान मिला।  1 9 65 के युद्ध के दौरान वह पहली बख़्तरबंद डिवीजन के जनरल अफसर इन कमांड , जीओसी,थे। जुलाई 1 9 5 9 से 1 9 6 9 जुलाई तक 7 वीं लाइट कैवलरी के रेजीमेंटियल कर्नल के पद पर उनकी  नियुक्ति की गई। 
सेवानिवृत्ति के बाद उन्होंने राजनीति में शामिल होकर 1 9 67 में अल्प अवधि के गुरनाम सिंह सरकार में मंत्री बने। बाद में उन्हें 1 9 80 और 1 9 85 में भारतीय राष्ट्रीय कांग्रेस के उम्मीदवार के रूप में जालंधर से लोकसभा के लिए चुना गया। [3][4][5] मई 1 9 84 में 83 वर्ष की आयु में उनका निधन हो गया। 
[6][7][8][9]"
52,राजिन्दर कुमार शर्मा,"कर्नल राजिंदर कुमार शर्मा, केसी, एससी, एसएम (जिने आरके शर्मा के नाम से भी जाना जाता है) द ग्रेनेडियर्स के एक सुुुसज्जित भारतीय सेना अधिकारी हैं।राजिंदर कुमार शर्मा ने एक शॉर्ट सर्विस कमीशन प्राप्त किया और ग्रेनेडियर में कमीशन दिया गया।शर्मा एक सुसज्जित अधीकारी हैं। वह अपने साहसी कार्य, बहादुरी और असाधारण नेतृत्व के लिए जाने जाते हैं।"
53,राजीव कुमार जून,"मेजर राजीव कुमार जून, एसी, एससी भारतीय सेना में एक उच्च सज्जित अधिकारी थे। उन्हें भारत का सर्वोच्च शांति-काल सैन्य अलंकरण अशोक चक्र मरणोपरांत से सम्मानित किया गया था। [1] उन्हें पहले शांति के समय का तीसरा सबसे बड़ा सैन्य अलंकरण है शौर्य चक्र से अलंकृत किया गया था। [2]राजीव का जन्म ५ दिसंबर १९६९ को हरियाणा के रोहतक जिले के गद्दी खीरी गांव में धर्म सिंह जून और शांति देवी के घर हुआ था, जो उनके छह बच्चों में सबसे बड़े थे - २ लड़के और ४ लड़कियां। १९८० में, धर्म सिंह जून की मृत्यु के साथ, ११ वर्षीय राजीव ने परिवार की जिम्मेदारी संभाली। उन्होंने रोहतक के सर छोटू राम मेमोरियल पब्लिक स्कूल में पढ़ाई की और बाद में सैनिक स्कूल, कुंजपुरा से अपनी स्कूली शिक्षा पूरी की। १९८७ में, वह राष्ट्रीय रक्षा अकादमी, पुणे में शामिल हो गए। [3]राजीव ने १९९१ में भारतीय सैन्य अकादमी से स्नातक की उपाधि प्राप्त की और २२ वीं बटालियन द ग्रेनेडियर्स (२२ ग्रेनेडियर्स) में ८ जून १९९१ को द्वितीय लेफ्टिनेंट नियुक्त किया गया [4] सितंबर १९९२ में, २२ ग्रेनेडियर्स को काउंटर इंसर्जेंसी ऑपरेशन के लिए जम्मू और कश्मीर में शामिल किया गया था। ८ जून १९९३ को जून को लेफ्टिनेंट पदोन्नत किया गया था। [5]"
54,राजेन्द्र सिंह,"ब्रिगेडियर राजेंद्र सिंह, एमवीसी भारतीय सेना में एक अधिकारी थे। वह स्वतंत्र भारत में महावीर चक्र के पहले प्राप्तकर्ता थे,[2] जब उन्हें तत्कालीन सेना प्रमुख फील्ड मार्शल के एम करिअप्पा द्वारा मरणोपरांत सम्मान से सम्मानित किया गया था।ब्रिगेडियर राजेंद्र सिंह को महावीर चक्र प्रदान करने का प्रशंसा पत्र इस प्रकार है :-राजपत्र अधिसूचना :2 Pres 50, 26.1.50"
55,राजेश कुमार,"हवलदार राजेश कुमार, एसी भारतीय सेना के एक सैैनिक थे, जिन्हें भारत के सर्वोच्च सैन्य सम्मान अशोक चक्र से सम्मानित किया गया था। [1]राजेश कुमार का जन्म हरियाणा के सोनीपत जिले के भैंसवाल कलां के निकट लाठ गांव में हुआ था। वह श्री राम किशन और श्रीमती परमेश्वरी के पुत्र थे। प्रारंभिक शिक्षा के बाद वे सेना में भर्ती हुए। [2]कुमार को 11वीं बटालियन राजपूताना राइफल्स में भर्ती किया गया था, जो एक पैदल सेना रेजिमेंट है, जिसका वीरता पुरस्कार और युद्ध सम्मान का गौरवशाली इतिहास है।"
56,रामबीर सिंह तोमर,"नाइक रामबीर सिंह तोमर, एसी (१५ अगस्त १९७० – १८ अक्टूबर २००१) कुमाऊं रेजिमेंट की १५वीं बटालियन के साथ एक भारतीय सेना के सैैनिक  थे। [1] उनकी बहादुरी के लिए, उन्हें मरणोपरांत अशोक चक्र से सम्मानित किया गया, जो भारत में शांति के समय का सर्वोच्च सैन्य सम्मान है।जम्मू-कश्मीर में 26 राष्ट्रीय राइफल्स में प्रतिनियुक्ति पर भेजे जाने के दौरान, [2] तोमर ने अकेले ही आतंकवादियों के लिए एक घर की तलाशी ली। इस प्रक्रिया में, उन्होंने उनमें से चार आतकंवादी को मार डाला, लेकिन गंभीर रूप से घायल हो गये ओर शहीद हो गये। [1]नायक रामबीर सिंह तोमर का जन्म 15 अगस्त 1970 को  मध्य प्रदेश के मुरैना जिले के प्रेमपुरा गांव में माननीय कैप्टन राजेंद्र सिंह तोमर (15 कुमाऊं) और उर्मिला देवी के परिवार में हुआ था। उनकी एक छोटी बहन और दो भाई है, दोनों मध्य प्रदेश पुलिस में कार्यरत हैं। बहुत कम उम्र से ही उन्होंने अपनी पढ़ाई और अन्य कुशल कामों में उत्कृष्ट प्रदर्शन किया।"
57,रामास्वामी परमेश्वरन,"मेजर रामास्वामी परमेश्वरन, (13 सितंबर 1946, मुंबई - 25 नवंबर 1987, श्रीलंका) भारतीय सेना के एक अधिकारी थे जिन्होंने श्रीलंका सिविल वॉर के दौरान अपनी बहादुरी के लिए मरणोपरांत भारत का सर्वोच्च सैन्य अलंकरण परमवीर चक्र प्राप्त किया। मेजर परमेश्वरन को 16 जनवरी 1972 को लघु सेवा आयोग द्वारा सेना की  15 बटालियन महार रेजिमेंट में सम्मिलित किया गया था।मेजर रामास्वामी परमेश्वरन का जन्म 13 सितम्बर 1946 में बम्बई में हुआ था। सेना में अधिकारी के रूप में वह महार रेजिमेंट में 16 जनवरी, 1972 को आए थे। उन्होंने मिजोरम तथा त्रिपुरा में युद्ध में भाग लिया था। वह अपने स्वभाव में अनुशासन तथा सहनशीलता के कारण बहुत लोकप्रिय अधिकारी थे और उन्हें उनके साथी 'पेरी साहब' कहा करते थे।भारत की सेनाओं ने हमेशा युद्ध के लिए हथियार नहीं उठाए बल्कि ऐसा भी मौका आया, जब उसकी भूमिका विश्व स्तर पर शांति बनाए रखने की रही। श्रीलंका में ऐसे ही उदाहरण के साथ भारत का नाम जुड़ा हुआ है। विस्तृत इतिहास के बीच एक प्रसंग ऑपरेशन पवन का है, जो 1987 से 1990 तक श्रीलंका में चला, जिसमें भारतीय सेना के वीर मेजर रामास्वामी परमेश्वरन ने शांति विरोधी तत्वों के हाथों अपने प्राण गँवाए और इसके लिए उन्हें भारत सरकार द्वारा परमवीर चक्र प्रदान किया गया।"
58,लांस नायक करम सिंह,"लांस नायक करम सिंह (बाद में सूबेदार एवं मानद कैप्टन) (15 सितम्बर 1915 - 20 जनवरी 1993), परमवीर चक्र प्राप्त करने वाले प्रथम जीवित भारतीय सैनिक थे।[2] श्री सिंह 1941 में सेना में शामिल हुए थे और द्वितीय विश्व युद्ध के दौरान बर्मा की ओर से भाग लिया था जिसमे उल्लेखनीय योगदान के कारण उन्हें ब्रिटिश भारत द्वारा मिलिट्री मैडल (एमएम) दिया गया। उन्होंने भारत-पाकिस्तान युद्ध 1947 में भी लड़ा था जिसमे टिथवाल के दक्षिण में स्थित रीछमार गली में एक अग्रेषित्त पोस्ट को बचाने में उनकी सराहनीय भूमिका के लिए सन 1948 में परमवीर चक्र से सम्मानित किया गया।वह 1947 में आजादी के बाद पहली बार भारतीय ध्वज को उठाने के लिए चुने गए पांच सैनिकों में से एक थे। श्री सिंह बाद में सूबेदार के पद पर पहुंचे और सितंबर 1969 में उनकी सेवानिवृत्ति से पहले उन्हें मानद कैप्टन का दर्जा मिला।श्री करम सिंह का जन्म 15 सितंबर 1915 को ब्रिटिश भारत के पंजाब में बरनाला जिले के सेहना गांव में एक सिख जाट परिवार में हुआ था। उनके पिता उत्तम सिंह एक किसान थे। श्री सिंह भी एक किसान बनना चाहते थे, लेकिन उन्होंने अपने गांव के प्रथम विश्व युद्ध के दिग्गजों की कहानियों से प्रेरित होने के बाद सेना में शामिल होने का फैसला किया। 1941 में अपने गांव में अपनी प्राथमिक शिक्षा पूरी करने के बाद वह सेना में शामिल हो गए।"
59,लेफ्टिनेंट कर्नल ए॰ बी॰ तारापोर,"१९६५ का भारत-पाक युद्धलेफ्टिनेंट कर्नल ए॰ बी॰ तारापोर (अर्देशिर बुर्जोरजी तारापोर- Ardeshir Burzorji Tarapore) भारतीय सेना के अधिकारी थे। इन्होंने भारत-पाकिस्तान युद्ध 1965 में अद्वितीय साहस व वीरता का परिचय दिया तथा देश के लिए सर्वोच्च बलिदान दिया।[1] फिल्लौर की लड़ाई में अद्भुत शौर्य का प्रदर्शन करने के लिए इन्हें वर्ष 1965 में मरणोपरांत परमवीर चक्र से सम्मानित किया गया।अर्देशिर, जनरल रतंजीबा के परिवार के थे जिन्होंने शिवाजी की सेना का नेतृत्व किया था और उन्हें 100 गांवों से सम्मानित किया गया था जिसमें तारापोर मुख्य गांव था, जहां से परिवार का नाम आता है। बाद में अर्देशिर के दादा हैदराबाद में स्थानांतरित हुए और हैदराबाद के निज़ाम के उत्पाद शुल्क विभाग में काम करना शुरू कर दिया।"
60,लेफ्टीनेंट अरुण क्षेत्रपाल,"सेकेण्ड लेफ्टिनेन्ट अरुण खेतरपाल, परमवीर चक्र (14 अक्टूबर 1950 – 16 दिसम्बर 1971), भारतीय सेना के एक अधिकारी थे जिन्हें दुश्मन के सामने बहादुरी के लिए भारत का सर्वोच्च सैन्य अलंकरण परमवीर चक्र मरणोपरान्त प्रदान किया गया था। खेतरपाल 1971 के भारत-पाकिस्तान युद्ध में अद्भुत पराक्रम दिखाते हुए वे वीरगति को प्राप्त हुए थे।[1][2]अरुण खेतपाल का जन्म 14 अक्टूबर 1950 को पुणे, महाराष्ट्र में हुआ था। उनके पिता लेफ्टिनेंट कर्नल (बाद में ब्रिगेडियर) एम एल खेतरपाल भारतीय सेना में कोर ऑफ इंजीनियर्स अधिकारी थे।  लॉरेंस स्कूल सनवार में जाने के बाद उन्होंने खुद को एक सक्षम छात्र और खिलाड़ी के रूप में प्रस्तुत किया था। खेतरपाल जून 1967 में राष्ट्रीय रक्षा अकादमी में शामिल हुए। वह फॉक्सट्रॉट स्क्वाड्रन से संबंधित थे जहां वह 38वें पाठ्यक्रम के स्क्वाड्रन कैडेट कैप्टन थे। उनकी एनडीए संख्या 7498/एफ/38 थी वह बाद में भारतीय सैन्य अकादमी में शामिल हो गए। 13 जून 1971 में खेतपाल को 17 पूना हार्स में नियुक्त किया गया था।खेतरपाल ने अपना सैन्य जीवन 13 जून 1971 को शुरू किया था और 16 दिसम्बर 1971 को भारत-पाकिस्तान युद्ध के दौरान 17 पूना हार्स को भारतीय सेना के 47वीं इन्फैन्ट्री ब्रिगेड की कमान के अंतर्गत नियुक्त किया गया था। संघर्ष की अवधि के दौरान 47वीं ब्रिगेड शकगढ़ सेक्टर में ही तैनात थी। 6 माह के अल्प सैन्य जीवन में ही इन्होने देश के लिए सर्वोच्च बलिदान दिया।"
61,वसंत वेणुगोपाल,"कर्नल वसंत वेणुगोपाल, एसी (२५ मार्च १९६७ – ३१ जुलाई २००७) एक भारतीय सेना अधिकारी थे। वह ९ वीं बटालियन, मराठा लाइट इन्फैंट्री के कमांडिंग ऑफिसर थे। ३१ जुलाई २००७ को, उरी, जम्मू और कश्मीर में भारत-पाकिस्तान सीमा पार करने से भारी सशस्त्र घुसपैठियों को रोकने के दौरान कार्रवाई में वह शहीद हुए। [1] परिणामस्वरूप उन्हें मरणोपरांत वीरता के लिए भारत के सर्वोच्च सैन्य अलंकरण अशोक चक्र से सम्मानित किया गया।भारत के कर्नाटक के बैंगलोर में प्ररफुल्ला और एनके वेणुगोपाल से जन्मे, वसंत वेणुगोपाल दो भाइयों में सबसे छोटे थे। उनके पिता के काम के लिए परिवार को कर्नाटक राज्य में यात्रा करने की आवश्यकता थी और वसंत उडुपी, शिमोगा और बैंगलोर में स्कूलों में गए। उन्होंने १९८८ में एमईएस कॉलेज, बैंगलोर से स्नातक किया। कॉलेज में रहते हुए, वह राष्ट्रीय कैडेट कोर के सदस्य थे, जिसके माध्यम से उन्होंने १९८६-८७ के इंडो-कनाडा वर्ल्ड यूथ एक्सचेंज प्रोग्राम में भाग लिया।वेणुगोपाल ने १९८८ में भारतीय सैन्य अकादमी, देहरादून में प्रशिक्षण शुरू किया। १० जून १९८९ को, उन्होंने मराठा लाइट इन्फैंट्री की ९ वीं बटालियन में कमीशन किया। अठारह वर्ष की अवधि के एक सैन्य करियर में, उन्होंने पठानकोट, सिक्किम, गांधीनगर, रांची, बैंगलोर और जम्मू और कश्मीर के विभिन्न क्षेत्रों में सेवा की।"
